ID,Price,Manufacturer,Model,Sales_year,Fuel type,Engine volume,Mileage,Tranmission
45803527,7119,HYUNDAI,Sonata,2010,LPG,2,81248,Automatic
45797320,8320,HYUNDAI,Elantra,2007,Petrol,1.6,149691,Automatic
45803253,10349,HYUNDAI,Sonata,2014,LPG,2,430149,Automatic
45802314,38609,HYUNDAI,H1,2016,Diesel,2.5,121000,Automatic
45802305,43655,HYUNDAI,H1,2016,Diesel,2.5,145631,Automatic
45797180,26017,HYUNDAI,Elantra,2017,Petrol,1.6,107220,Automatic
45804666,20171,HYUNDAI,Tucson,2011,Diesel,2,191668,Automatic
45732780,13626,HYUNDAI,Sonata,2010,Petrol,2,193486,Automatic
45804353,44213,HYUNDAI,Tucson,2016,Diesel,1.7,90924,Automatic
45803965,64823,HYUNDAI,Tucson,2018,Diesel,2,29545,Automatic
45732168,43128,HYUNDAI,Santa FE,2016,Diesel,2,116365,Automatic
45813648,15367,HYUNDAI,Elantra,2014,Petrol,1.8,78222,Tiptronic
45804265,24709,HYUNDAI,Tucson,2011,Diesel,2,155000,Automatic
45803331,9252,HYUNDAI,Sonata,2015,LPG,2,445734,Automatic
45803499,15681,HYUNDAI,Sonata,2016,LPG,2,201876,Automatic
45801480,14454,HYUNDAI,Elantra,2011,Petrol,1.6,140000,Automatic
45802565,43548,HYUNDAI,Santa FE,2016,Diesel,2,135264,Automatic
45803359,15681,HYUNDAI,Sonata,2016,LPG,2,261167,Automatic
45801409,13877,HYUNDAI,Accent,2012,Petrol,1.4,108931,Automatic
45733211,9252,HYUNDAI,Sonata,2015,LPG,2,586667,Automatic
45729987,26149,HYUNDAI,Elantra,2015,Diesel,1.6,80377,Automatic
39864330,10506,HYUNDAI,Sonata,2014,Hybrid,2.4,89000,Automatic
45803344,8467,HYUNDAI,Sonata,2014,LPG,2,679836,Automatic
45769422,1725,HYUNDAI,Elantra,2014,Petrol,1.8,107155,Automatic
45816067,3136,HYUNDAI,Elantra,2018,Petrol,2,30333,Automatic
45733127,15060,HYUNDAI,Sonata,2015,LPG,2,145744,Automatic
45733551,43545,HYUNDAI,Sonata,2016,Petrol,2,78196,Automatic
45732672,15035,HYUNDAI,Sonata,2011,Petrol,2,138111,Automatic
45797110,36899,HYUNDAI,H1,2016,Diesel,2.5,119098,Automatic
45731099,30517,HYUNDAI,H1,2014,Diesel,2.5,151854,Automatic
45758472,3136,HYUNDAI,Sonata,2015,Hybrid,2.4,187909,Automatic
45803312,16443,HYUNDAI,Sonata,2013,Petrol,2,162000,Automatic
45799681,17876,HYUNDAI,Elantra,2013,Petrol,1.8,117000,Tiptronic
45802880,45138,HYUNDAI,Santa FE,2016,Diesel,2,140633,Automatic
45802797,25810,HYUNDAI,Santa FE,2012,Diesel,2.2,187274,Automatic
45796985,66197,HYUNDAI,H1,2018,LPG,2.5,20930,Automatic
45802039,15822,HYUNDAI,Genesis,2010,Petrol,2,81384,Automatic
45788246,17249,HYUNDAI,Elantra,2013,Petrol,1.8,92800,Automatic
45816082,4234,HYUNDAI,Elantra,2013,Petrol,1.8,142786,Automatic
45803644,17747,HYUNDAI,Tucson,2012,Diesel,2,225117,Automatic
45733609,52959,HYUNDAI,Sonata,2018,Petrol,2,48605,Automatic
45797171,42218,HYUNDAI,H1,2016,Diesel,2.5,48800,Automatic
45802187,34406,HYUNDAI,H1,2014,Diesel,2.5,119884,Automatic
45804447,40556,HYUNDAI,Tucson,2017,Diesel,1.7,82430,Automatic
45802649,15900,HYUNDAI,Santa FE,2010,Diesel,2,230314,Automatic
45772308,627,HYUNDAI,Elantra,2011,Petrol,1.8,172502,Automatic
45802538,44846,HYUNDAI,Santa FE,2017,Diesel,2.2,21037,Automatic
45798097,12287,HYUNDAI,Elantra,2007,Diesel,1.6,1678000,Automatic
45262480,16465,HYUNDAI,Elantra Limited,2015,Petrol,2,35167,Automatic
45803496,16308,HYUNDAI,Sonata,2016,LPG,2,268872,Automatic
45732332,48955,HYUNDAI,Santa FE,2015,Diesel,2,80000,Automatic
45803284,10663,HYUNDAI,Sonata,2015,LPG,2,310886,Automatic
45797678,18660,HYUNDAI,H1,2011,Diesel,2.5,55248,Automatic
45804761,33575,HYUNDAI,Tucson,2016,Diesel,2,117470,Automatic
45729784,27654,HYUNDAI,Elantra,2014,Petrol,1.6,85746,Automatic
45788305,15681,HYUNDAI,Elantra,2011,Petrol,1.8,276800,Tiptronic
45803417,11290,HYUNDAI,Sonata,2016,LPG,2,279787,Automatic
45801637,19707,HYUNDAI,Elantra,2012,Petrol,1.6,123000,Automatic
45797250,16480,HYUNDAI,Elantra,2014,Petrol,1.6,140765,Automatic
45797725,11760,HYUNDAI,H1,2009,Diesel,2.5,56552,Automatic
45802884,40387,HYUNDAI,Santa FE,2014,Diesel,2.2,56809,Automatic
45802773,15053,HYUNDAI,Santa FE,2010,Diesel,2.2,70338,Automatic
45732984,7809,HYUNDAI,Sonata,2016,LPG,2,503800,Automatic
45732940,7056,HYUNDAI,Sonata,2011,LPG,2,82328,Automatic
45733371,9722,HYUNDAI,Sonata,2015,LPG,2,486563,Automatic
45813085,549,HYUNDAI,Sonata,2017,Petrol,2.4,54990,Automatic
45816060,4077,HYUNDAI,Elantra,2015,Petrol,1.8,115507,Automatic
45732591,49723,HYUNDAI,Santa FE,2016,Diesel,2,142037,Automatic
45788421,9500,HYUNDAI,H1,2005,Petrol,2.4,240000,Manual
45733194,11770,HYUNDAI,Sonata,2011,Petrol,2,56554,Automatic
45802232,36235,HYUNDAI,H1,2016,Diesel,2.5,109629,Automatic
45804199,25889,HYUNDAI,Tucson,2012,Diesel,2,125000,Automatic
44937391,24462,HYUNDAI,Sonata SPORT,2015,Petrol,2.4,70296,Tiptronic
45803092,31747,HYUNDAI,Santa FE,2014,Diesel,2,20900,Automatic
45503993,24148,HYUNDAI,Sonata,2015,Petrol,2.4,120000,Automatic
45732663,8467,HYUNDAI,Sonata,2014,LPG,2,583499,Automatic
45732334,36865,HYUNDAI,Santa FE,2014,Diesel,2,144009,Automatic
45802318,36231,HYUNDAI,H1,2016,Diesel,2.5,182541,Automatic
45801875,13739,HYUNDAI,Elantra,2010,Petrol,1.6,110000,Automatic
45802849,97235,HYUNDAI,Santa FE,2020,Diesel,2,43865,Automatic
45795105,12858,HYUNDAI,Elantra,2012,Petrol,1.8,87000,Tiptronic
45751298,22580,HYUNDAI,Tucson,2019,Petrol,2,31200,Automatic
45797223,23207,HYUNDAI,Elantra,2016,Diesel,1.6,33017,Automatic
45802261,23436,HYUNDAI,H1,2014,Diesel,2.5,173490,Automatic
45797285,21395,HYUNDAI,I30,2015,Diesel,1.6,170000,Automatic
45804211,45210,HYUNDAI,Tucson,2016,Diesel,1.7,100184,Automatic
45804827,33575,HYUNDAI,Tucson,2014,Diesel,2,87720,Automatic
45732583,46490,HYUNDAI,Santa FE,2013,Diesel,2,90220,Automatic
45797147,15608,HYUNDAI,Genesis,2009,Petrol,2,52749,Automatic
45803113,8467,HYUNDAI,Sonata,2015,LPG,2,610412,Automatic
45803524,11917,HYUNDAI,Sonata,2014,LPG,2,354648,Automatic
45728320,7213,HYUNDAI,Sonata,2017,Hybrid,2,138459,Automatic
45732622,8386,HYUNDAI,Sonata,2014,LPG,2,587027,Automatic
45732705,15681,HYUNDAI,Sonata,2016,LPG,2,295970,Automatic
45802804,51373,HYUNDAI,Santa FE,2015,Diesel,2,63323,Automatic
45797048,16766,HYUNDAI,Genesis,2011,Petrol,3.8,114021,Automatic
45732805,15257,HYUNDAI,Sonata,2010,Petrol,2,205972,Automatic
45802982,28391,HYUNDAI,Santa FE,2013,Diesel,2,45881,Automatic
45816587,220,HYUNDAI,Elantra,2016,Petrol,1.8,83106,Automatic
45803459,13799,HYUNDAI,Sonata,2014,LPG,2,185302,Automatic
45730913,23828,HYUNDAI,Genesis,2010,Petrol,3.3,238558,Automatic
45797598,15329,HYUNDAI,H1,2009,Diesel,2.5,114985,Automatic
45805075,14122,HYUNDAI,Tucson,2011,Diesel,2,67630,Automatic
45802435,13269,HYUNDAI,Grandeur,2011,LPG,3,406000,Automatic
45732371,35962,HYUNDAI,Santa FE,2013,Diesel,2,190000,Automatic
45732098,48998,HYUNDAI,Santa FE,2015,Diesel,2,104667,Automatic
45796987,21103,HYUNDAI,H1,2011,Diesel,2.5,232078,Automatic
45733141,15367,HYUNDAI,Sonata,2015,LPG,2,339603,Automatic
45797175,16327,HYUNDAI,Genesis,2010,Petrol,2,95510,Automatic
45732614,55638,HYUNDAI,Santa FE,2015,Diesel,2,36819,Automatic
45802909,37633,HYUNDAI,Santa FE,2016,Diesel,2,194067,Automatic
45733701,49459,HYUNDAI,Sonata,2016,Petrol,2,49829,Automatic
45730213,25889,HYUNDAI,Elantra,2015,Petrol,1.6,117000,Automatic
45732746,10976,HYUNDAI,Sonata,2015,LPG,2,311337,Automatic
45731403,27924,HYUNDAI,H1,2014,Diesel,2.5,174485,Automatic
45801510,20855,HYUNDAI,Elantra,2016,LPG,1.6,31780,Automatic
45801761,17158,HYUNDAI,Elantra,2011,Petrol,1.6,157827,Automatic
45804982,33230,HYUNDAI,Tucson,2014,Diesel,2,137469,Automatic
45797068,32979,HYUNDAI,H1,2014,Diesel,2.5,122614,Automatic
45797365,28423,HYUNDAI,H1,2014,Diesel,2.5,190000,Automatic
45802863,48403,HYUNDAI,Santa FE,2015,Diesel,2,85139,Automatic
45803712,16151,HYUNDAI,Tucson,2011,Diesel,2,53463,Automatic
45803135,11259,HYUNDAI,Sonata,2013,Petrol,2,38853,Automatic
45642931,28852,HYUNDAI,Elantra,2017,Petrol,2,20000,Tiptronic
45803991,15053,HYUNDAI,Tucson,2010,Diesel,2,53232,Automatic
45810787,20071,HYUNDAI,Elantra,2013,Petrol,1.8,112000,Tiptronic
45801654,19416,HYUNDAI,Elantra,2012,Petrol,1.6,143502,Automatic
45801436,15035,HYUNDAI,Accent,2014,Diesel,1.6,181232,Automatic
45803958,17923,HYUNDAI,Tucson,2010,Diesel,2,173169,Automatic
37822404,70,HYUNDAI,Elantra,2015,Petrol,1.8,64000,Tiptronic
45732154,44724,HYUNDAI,Santa FE,2016,Diesel,2.2,137986,Automatic
45813635,1646,HYUNDAI,Sonata,2015,Hybrid,2.4,77830,Automatic
45733171,18826,HYUNDAI,Sonata,2011,Petrol,2,117543,Automatic
45793417,17562,HYUNDAI,Elantra,2012,Petrol,1.8,13500,Tiptronic
45797373,8097,HYUNDAI,Elantra,2007,Petrol,1.6,184297,Automatic
45802036,16753,HYUNDAI,Genesis,2010,Petrol,2,191263,Automatic
45651782,706,HYUNDAI,Sonata,2012,Hybrid,2.4,0,Automatic
45802067,17346,HYUNDAI,H1,2012,Diesel,2.5,230000,Automatic
45797493,16618,HYUNDAI,Elantra,2012,Petrol,1.6,115471,Automatic
45803240,13172,HYUNDAI,Sonata,2016,LPG,2,478704,Automatic
45802364,22433,HYUNDAI,H1,2013,Diesel,2.5,69315,Automatic
45803608,24004,HYUNDAI,H1,2011,Diesel,2.5,72302,Automatic
45802947,24327,HYUNDAI,Santa FE,2011,Diesel,2.2,126799,Automatic
45804024,50861,HYUNDAI,Tucson,2017,Diesel,1.7,69527,Automatic
45803077,34340,HYUNDAI,Santa FE,2015,Diesel,2,31251,Automatic
45733412,50341,HYUNDAI,Sonata,2017,Petrol,2,68009,Automatic
45732364,73310,HYUNDAI,Santa FE,2019,Diesel,2,2730,Automatic
45804027,49864,HYUNDAI,Tucson,2019,Diesel,2,66500,Automatic
45800730,19444,HYUNDAI,Elantra GT,2014,Petrol,2,105000,Tiptronic
45802213,39559,HYUNDAI,H1,2016,Diesel,2.5,94000,Automatic
45802199,32744,HYUNDAI,H1,2014,Diesel,2.5,107483,Automatic
45730771,11604,HYUNDAI,Elantra,2011,Petrol,1.6,51211,Automatic
45797538,20005,HYUNDAI,Elantra,2012,Petrol,1.6,155964,Automatic
45732992,23436,HYUNDAI,Sonata,2016,LPG,2,88900,Automatic
45753948,18817,HYUNDAI,Elantra,2014,Petrol,2,110000,Tiptronic
45803519,12544,HYUNDAI,Sonata,2015,LPG,2,536212,Automatic
45804828,32578,HYUNDAI,Tucson,2014,Diesel,2,131084,Automatic
45804907,15053,HYUNDAI,Elantra,2014,Petrol,2,46000,Tiptronic
45797301,36899,HYUNDAI,H1,2014,Diesel,2.5,105461,Automatic
45804796,3000,HYUNDAI,Santa FE,2001,CNG,2.4,2342,Tiptronic
45791923,5175,HYUNDAI,Sonata,2014,Petrol,2.4,59744,Automatic
45802553,123330,HYUNDAI,Santa FE,2019,Diesel,2.2,29816,Automatic
45794848,19444,HYUNDAI,Veloster,2013,Petrol,1.6 Turbo,73600,Automatic
45732919,14279,HYUNDAI,Sonata,2015,LPG,2,176247,Automatic
45726880,11917,HYUNDAI,Veloster,2012,Petrol,1.6 Turbo,79000,Tiptronic
45802958,51075,HYUNDAI,Santa FE,2016,Diesel,2,106084,Automatic
45758484,4234,HYUNDAI,Sonata,2012,Hybrid,2.4,208627,Automatic
45801535,13808,HYUNDAI,Elantra,2011,Petrol,1.6,52274,Automatic
44831076,70,HYUNDAI,Elantra,2014,Petrol,1.8,104000,Tiptronic
45732812,15257,HYUNDAI,Sonata,2010,Petrol,2,147079,Automatic
45733444,48547,HYUNDAI,Sonata,2016,Petrol,2,43000,Automatic
45802578,45542,HYUNDAI,Santa FE,2014,Diesel,2,55112,Automatic
45802800,21953,HYUNDAI,Santa FE,2011,Diesel,2,166401,Automatic
45798410,12858,HYUNDAI,Lantra,2013,Petrol,1.8,62000,Automatic
45803081,33243,HYUNDAI,Santa FE,2013,Diesel,2,218280,Automatic
45732096,49798,HYUNDAI,Santa FE,2015,Diesel,2,93555,Automatic
45816159,549,HYUNDAI,Elantra,2017,Petrol,2,21246,Automatic
45801737,18240,HYUNDAI,Elantra,2011,Petrol,1.6,154900,Automatic
45803245,15681,HYUNDAI,Sonata,2016,LPG,2,258942,Automatic
45797795,19121,HYUNDAI,Elantra,2012,Petrol,1.6,103490,Automatic
45719561,16935,HYUNDAI,Elantra LIMITED,2012,Petrol,1.8,97000,Tiptronic
45803133,11604,HYUNDAI,Sonata,2017,LPG,2,319682,Automatic
45801511,23207,HYUNDAI,Elantra,2016,Diesel,1.6,33017,Automatic
45803736,31248,HYUNDAI,Tucson,2015,Diesel,2,108505,Automatic
45732103,48403,HYUNDAI,Santa FE,2015,Diesel,2,110000,Automatic
45801515,36426,HYUNDAI,Elantra,2018,LPG,1.6,35643,Automatic
45802429,18500,HYUNDAI,Grandeur,2012,LPG,3,226843,Automatic
45804473,25591,HYUNDAI,Tucson,2014,Diesel,2,251201,Automatic
45812973,314,HYUNDAI,Elantra,2013,Petrol,1.8,157859,Automatic
45798009,15100,HYUNDAI,Elantra,2010,Petrol,1.6,98578,Automatic
45732165,41632,HYUNDAI,Santa FE,2016,Diesel,2,150415,Automatic
45656253,282,HYUNDAI,Sonata,2012,Hybrid,2.4,226814,Automatic
45729999,25889,HYUNDAI,Elantra,2015,Petrol,1.6,103891,Automatic
45803177,8467,HYUNDAI,Sonata,2014,LPG,2,565573,Automatic
45803171,6272,HYUNDAI,Sonata,2010,LPG,2,648045,Automatic
45797664,20005,HYUNDAI,Elantra,2011,Petrol,1.6,35951,Automatic
45802768,28225,HYUNDAI,Santa FE,2014,Diesel,2,39138,Automatic
45732704,15681,HYUNDAI,Sonata,2016,LPG,2,317106,Automatic
45797455,44517,HYUNDAI,H1,2016,Diesel,2.5,124708,Automatic
45802841,51965,HYUNDAI,Santa FE,2016,Diesel,2,49515,Automatic
45801555,11563,HYUNDAI,Elantra,2010,Petrol,1.6,130814,Automatic
45801519,16480,HYUNDAI,Elantra,2014,Petrol,1.6,140765,Automatic
45802907,34406,HYUNDAI,Santa FE,2016,Diesel,2,185011,Automatic
45731428,35902,HYUNDAI,H1,2014,Diesel,2.5,169109,Automatic
45804894,27591,HYUNDAI,Tucson,2011,Diesel,2,68047,Automatic
45732901,9252,HYUNDAI,Sonata,2015,LPG,2,530660,Automatic
45814847,16935,HYUNDAI,Elantra,2014,Petrol,1.8,105600,Automatic
45797306,25399,HYUNDAI,Genesis,2009,Petrol,3.8,142380,Automatic
45803616,29163,HYUNDAI,H1,2012,Diesel,2.5,63308,Automatic
45797084,8515,HYUNDAI,Elantra,2007,Petrol,1.6,140900,Automatic
45804785,29006,HYUNDAI,Tucson,2016,Diesel,2,18071,Automatic
45732747,10663,HYUNDAI,Sonata,2015,LPG,2,343047,Automatic
45816054,1490,HYUNDAI,Elantra,2016,Petrol,1.8,91838,Automatic
45435759,26030,HYUNDAI,Tucson,2014,Petrol,2.4,70000,Tiptronic
45777011,15681,HYUNDAI,Elantra,2013,Petrol,1.8,131638,Automatic
45798509,15681,HYUNDAI,Sonata,2013,LPG,2,113000,Tiptronic
45797528,36231,HYUNDAI,H1,2016,Diesel,2.5,182541,Automatic
45797256,14166,HYUNDAI,Elantra,2012,Petrol,1.6,170713,Automatic
45803469,9252,HYUNDAI,Sonata,2015,LPG,2,546691,Automatic
45732632,14909,HYUNDAI,Sonata,2015,LPG,2,283593,Automatic
45801602,20266,HYUNDAI,Elantra,2012,Petrol,1.6,106400,Automatic
45732761,16308,HYUNDAI,Sonata,2013,Petrol,2,194210,Automatic
45762580,2744,HYUNDAI,Sonata,2013,Hybrid,2.4,126690,Automatic
45797654,20005,HYUNDAI,Elantra,2011,Petrol,1.6,129013,Automatic
45803936,17634,HYUNDAI,Tucson,2010,Diesel,2,149800,Automatic
45770157,7683,HYUNDAI,Elantra,2016,Petrol,1.8,121840,Automatic
45804463,27654,HYUNDAI,Tucson,2013,Diesel,2,118409,Automatic
45801443,9252,HYUNDAI,Accent,2012,Diesel,1.6,64160,Automatic
45816617,1411,HYUNDAI,Elantra,2016,Petrol,2,47074,Automatic
45796874,23414,HYUNDAI,H1,2013,Diesel,2.5,193881,Automatic
45798073,13771,HYUNDAI,Elantra,2009,Petrol,1.6,99110,Automatic
45541280,24462,HYUNDAI,Veloster Turbo,2016,Petrol,1.6 Turbo,77000,Manual
45802743,38445,HYUNDAI,Santa FE,2016,Diesel,2,180000,Automatic
45797884,18240,HYUNDAI,Elantra,2011,Petrol,1.6,119921,Automatic
45731528,46919,HYUNDAI,H1,2018,Diesel,2.5,71689,Automatic
45797690,19707,HYUNDAI,Elantra,2011,Petrol,1.6,176486,Automatic
45732869,15681,HYUNDAI,Sonata,2016,LPG,2,322292,Automatic
45789088,18503,HYUNDAI,Elantra,2014,Petrol,1.8,192000,Tiptronic
45732585,42692,HYUNDAI,Santa FE,2013,Diesel,2,130180,Automatic
45731791,39750,HYUNDAI,H1,2017,Diesel,2.5,73357,Automatic
45804786,40224,HYUNDAI,Tucson,2015,Diesel,2,100369,Automatic
45803838,44517,HYUNDAI,Tucson,2017,Diesel,2,66067,Automatic
45804274,24681,HYUNDAI,Tucson,2011,Diesel,2,135691,Automatic
45802473,18211,HYUNDAI,I30,2014,Diesel,1.6,208791,Automatic
45797351,26594,HYUNDAI,H1,2014,Diesel,2.5,179918,Automatic
45797786,19121,HYUNDAI,Elantra,2012,Petrol,1.6,112243,Automatic
45801406,15681,HYUNDAI,Accent,2016,Diesel,1.6,32104,Automatic
45802248,35570,HYUNDAI,H1,2014,Diesel,2.5,32000,Automatic
45733704,49751,HYUNDAI,Sonata,2018,Petrol,2,77130,Automatic
45596006,27598,HYUNDAI,Tucson Se,2017,Petrol,2,60704,Automatic
45797231,11290,HYUNDAI,Genesis,2009,Petrol,2,183222,Automatic
45788014,16308,HYUNDAI,Sonata,2012,Hybrid,2.4,230400,Tiptronic
45809444,2901,HYUNDAI,Sonata,2014,Petrol,2.4,158714,Automatic
45788872,17249,HYUNDAI,Elantra,2014,Petrol,1.8,98400,Automatic
45803006,51028,HYUNDAI,Santa FE,2018,Diesel,2,102934,Automatic
45802362,15063,HYUNDAI,H1,2010,Diesel,2.5,52717,Automatic
45802915,41720,HYUNDAI,Santa FE,2016,Diesel,2,129388,Automatic
45803937,23687,HYUNDAI,Tucson,2014,Diesel,2,60781,Automatic
45797992,15718,HYUNDAI,Elantra,2010,Petrol,1.6,104282,Automatic
45806840,18503,HYUNDAI,Sonata,2013,Petrol,2.4,107000,Tiptronic
45802779,13962,HYUNDAI,Santa FE,2010,Diesel,2,259385,Automatic
45730059,25889,HYUNDAI,Elantra,2014,Petrol,1.6,113000,Automatic
45796974,10945,HYUNDAI,H1,2009,Diesel,2.5,85678,Automatic
45804467,25889,HYUNDAI,Tucson,2010,Diesel,2,94131,Automatic
45732863,15681,HYUNDAI,Sonata,2016,LPG,2,265917,Automatic
45491643,18817,HYUNDAI,Elantra,2014,Petrol,1.8,116800,Tiptronic
45802365,14897,HYUNDAI,H1,2011,Diesel,2.5,54862,Automatic
45797228,11290,HYUNDAI,Genesis,2009,Petrol,2,139448,Automatic
45802783,25873,HYUNDAI,Santa FE,2013,Diesel,2,41203,Automatic
45732660,8467,HYUNDAI,Sonata,2014,LPG,2,419603,Automatic
45802325,37125,HYUNDAI,H1,2017,Diesel,2.5,168645,Automatic
45733405,49751,HYUNDAI,Sonata,2016,Petrol,2,106000,Automatic
45797183,43143,HYUNDAI,Elantra,2018,Petrol,2,35168,Automatic
45797542,37125,HYUNDAI,H1,2017,Diesel,2.5,168645,Automatic
45804824,34240,HYUNDAI,Tucson,2014,Diesel,2,119401,Automatic
45789828,16621,HYUNDAI,Sonata,2011,Petrol,2.4,120000,Tiptronic
45763861,627,HYUNDAI,Elantra,2011,Petrol,1.8,172502,Automatic
45416852,28225,HYUNDAI,Lantra LIMITED,2017,Petrol,2.0 Turbo,54080,Automatic
45801646,19416,HYUNDAI,Elantra,2011,Petrol,1.6,120581,Automatic
45732343,38809,HYUNDAI,Santa FE,2014,Diesel,2,152914,Automatic
45797920,6586,HYUNDAI,Elantra,2012,Petrol,1.8,158080,Automatic
45792220,16935,HYUNDAI,Sonata,2016,Petrol,2.4,0,Automatic
45802327,39201,HYUNDAI,H1,2016,Diesel,2.5,182821,Automatic
45800779,10976,HYUNDAI,Elantra,2015,Petrol,1.8,83902,Automatic
45803393,8311,HYUNDAI,Sonata,2012,LPG,2,71318,Automatic
45733376,9722,HYUNDAI,Sonata,2015,LPG,2,362818,Automatic
45803079,50030,HYUNDAI,Santa FE,2017,Diesel,2,66340,Automatic
45802045,15289,HYUNDAI,Genesis,2010,Petrol,2,146691,Automatic
45797160,14229,HYUNDAI,Genesis,2009,Petrol,2,106325,Automatic
45803209,19914,HYUNDAI,Sonata,2016,LPG,2,240573,Automatic
45801610,20005,HYUNDAI,Elantra,2011,Petrol,1.6,129000,Automatic
45803623,23518,HYUNDAI,H1,2015,Diesel,2.5,52351,Automatic
45802214,39593,HYUNDAI,H1,2016,Diesel,2.5,127675,Automatic
45802353,21297,HYUNDAI,H1,2011,Diesel,2.5,72609,Automatic
45802764,30367,HYUNDAI,Santa FE,2014,Diesel,2,45300,Automatic
45803063,33378,HYUNDAI,Santa FE,2014,Diesel,2.2,51905,Automatic
45803029,39559,HYUNDAI,Santa FE,2015,Diesel,2,130000,Automatic
45801627,19707,HYUNDAI,Elantra,2013,Petrol,1.6,110000,Automatic
45416958,15400,HYUNDAI,Sonata,2013,Petrol,2.0 Turbo,107000,Tiptronic
45803196,15681,HYUNDAI,Sonata,2016,LPG,2,280016,Automatic
45730760,47377,HYUNDAI,Elantra,2019,Petrol,1.6,8737,Automatic
45798252,13495,HYUNDAI,Elantra,2012,Petrol,1.6,119595,Automatic
45802063,24571,HYUNDAI,H1,2012,Diesel,2.5,206211,Automatic
45804398,43880,HYUNDAI,Tucson,2017,Diesel,2,79877,Automatic
45729884,26770,HYUNDAI,Elantra,2016,Petrol,1.6,57000,Automatic
45801421,14454,HYUNDAI,Accent,2015,Diesel,1.6,191108,Automatic
45797148,17054,HYUNDAI,Elantra,2015,Diesel,1.6,99335,Automatic
45758479,549,HYUNDAI,Sonata,2012,Hybrid,2.4,243051,Automatic
45732095,49858,HYUNDAI,Santa FE,2014,Diesel,2,79769,Automatic
45803692,29169,HYUNDAI,Tucson,2016,Diesel,1.7,170000,Automatic
45803330,9252,HYUNDAI,Sonata,2015,LPG,2,576605,Automatic
45802618,15496,HYUNDAI,Santa FE,2010,Diesel,2,200221,Automatic
45798049,11864,HYUNDAI,Elantra,2010,Petrol,1.6,118698,Automatic
44921831,17405,HYUNDAI,Elantra SE,2016,Petrol,2,81302,Automatic
45802677,28909,HYUNDAI,Santa FE,2014,Diesel,2,231241,Automatic
45802077,18500,HYUNDAI,H1,2011,Diesel,2.5,222604,Automatic
45732789,17305,HYUNDAI,Sonata,2011,Petrol,2,157224,Automatic
45815885,3293,HYUNDAI,Sonata,2015,Petrol,2.4,114885,Automatic
45797249,45204,HYUNDAI,Elantra,2017,Petrol,2,31022,Automatic
45802453,22894,HYUNDAI,Grandeur,2013,Petrol,3,55171,Automatic
40808507,26657,HYUNDAI,Sonata 2.4L,2017,Petrol,2.4,102569,Automatic
45798074,13771,HYUNDAI,Elantra,2010,Petrol,1.6,159048,Automatic
45795103,18817,HYUNDAI,Elantra,2011,Petrol,1.8,119000,Tiptronic
45732979,11290,HYUNDAI,Sonata,2016,LPG,2,325139,Automatic
45805165,34240,HYUNDAI,Tucson,2017,Diesel,1.7,131959,Automatic
45803009,68148,HYUNDAI,Santa FE,2019,Diesel,2,47778,Automatic
45797125,38163,HYUNDAI,H1,2016,Diesel,2.5,104000,Automatic
45152393,12544,HYUNDAI,Sonata,2011,Petrol,2.4,219200,Automatic
45802192,34905,HYUNDAI,H1,2014,Diesel,2.5,132023,Automatic
45769480,2195,HYUNDAI,Elantra,2011,Petrol,1.8,308501,Automatic
45802212,38229,HYUNDAI,H1,2016,Diesel,2.5,92078,Automatic
45805093,18481,HYUNDAI,Tucson,2011,Diesel,2,119194,Automatic
45731498,16778,HYUNDAI,H1,2011,Diesel,2.5,45984,Automatic
45803193,16308,HYUNDAI,Sonata,2016,LPG,2,227033,Automatic
45797206,35570,HYUNDAI,H1,2016,Diesel,2.5,77227,Automatic
45804165,27356,HYUNDAI,Tucson,2012,Diesel,2,149546,Automatic
45732952,7683,HYUNDAI,Sonata,2011,LPG,2,82309,Automatic
45787447,15681,HYUNDAI,Accent,2012,Petrol,1.6,139000,Tiptronic
45797629,20005,HYUNDAI,Elantra,2011,Petrol,1.6,129000,Automatic
43656877,26657,HYUNDAI,Elantra,2016,Petrol,2,77643,Tiptronic
45802760,13495,HYUNDAI,Santa FE,2010,Diesel,2,55751,Automatic
45792192,1803,HYUNDAI,Accent,2014,Petrol,1.6,82602,Automatic
45803722,34400,HYUNDAI,Tucson,2016,Diesel,2,79000,Automatic
45396242,20385,HYUNDAI,Elantra,2013,Petrol,1.8,112000,Tiptronic
45797335,41883,HYUNDAI,Genesis,2013,Petrol,3.8,94813,Automatic
45781634,25089,HYUNDAI,Sonata,2014,Hybrid,2.4,98000,Tiptronic
45802875,46919,HYUNDAI,Santa FE,2013,Diesel,2.2,138742,Automatic
45656271,470,HYUNDAI,Sonata,2012,Hybrid,2.4,202864,Automatic
44922270,16935,HYUNDAI,Sonata Limited,2014,Hybrid,2.4,73825,Automatic
45498878,25089,HYUNDAI,Sonata Sport,2014,Petrol,2.0 Turbo,86400,Tiptronic
45802999,38063,HYUNDAI,Santa FE,2014,Diesel,2,131690,Automatic
45803588,13172,HYUNDAI,Sonata,2016,LPG,2,410137,Automatic
45797337,25763,HYUNDAI,H1,2014,Diesel,2.5,273500,Automatic
45732854,9252,HYUNDAI,Sonata,2015,LPG,2,603446,Automatic
45802802,15521,HYUNDAI,Santa FE,2010,Diesel,2,50510,Automatic
45813070,282,HYUNDAI,Sonata,2014,Petrol,2.4,173925,Automatic
